"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib","sl_10_32_19_2","sl_10_32_19_3","sl_11_19_15_7"
"543","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","4","4","1","1","1","2","1",NA,"1",NA,"1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",-1.3244305069009,1.77495317027409,0.0262466931549656,"S1_1","S1_1","S1_1"
"544","3","2","2","2","2","2","2","2","1","1",NA,"2","2","3","4","4","2","2","2","3","5","5","5","3","4","1","3","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",3.55399190208317,4.38402869806512,0.170447398039779,"S1_5","S1_5","S1_1"
"546","1","1","1","1","1","1","2","2","2","4","3","5","5","5","3","5","1","1","1","4","2","4","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","Physical science","Federal/national government","USACanada","S1",2.18912229265346,-1.40163771108193,0.0361590620776422,"S1_2","S1_4","S1_2"
"547","2","2","1","2","2","1","2","2","2","4","4","5","5","5","2","2","1","4","4","2","1","1","4","3","1","1","1","2","1","1","1","2","1","1","1","2","2","1","1","Physical science","Federal/national government","USACanada","S1",-0.637016880244331,-1.89236463913868,0.0213354310297835,"S1_1","S1_1","S1_1"
"548","2","1","2","2","1","2","2","2","2","4","4","2","2","4","1","4","1","1","1","1","1","5","2","4","2",NA,"4","1","1","1","1","1","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",2.14532987350423,-1.23186783229642,0.0327506774041132,"S1_1","S1_5","S1_1"
"549","1","2","2","1","2","2","2","2","2","2","2","3","3","3","5","5","2","2","5","2","1","1","3","2","1","1","3","1","1","1","1","2","1","1","1","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-0.296157032971277,3.63757745452133,0.0712798817098194,"S1_1","S1_1","S1_1"
"551","2","2","1","2","1","1","2","2","2","3","3","3","5","2","3","3","1","3","2","3","2","3","5","2","2","1","2","1","1","1","1","2","1","1","1","2","2","2","1","Physical science","Combined funding sources","USACanada","S1",1.53394517676839,-0.616535836348293,0.0146261295891522,"S1_2","S1_3","S1_1"
"552","1","2","2","2","2","2","2","1","2","1","1","1","1","1","4","4","1","1","2","4","5","5","5","2","4","1","5","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Other","USACanada","S1",3.31475803236736,6.61968593833616,0.293302717952992,"S1_5","S1_5","S1_1"
"553","2","2","2","2","2","2","2","2","1","1","3","4","4","3","3","2","2","2","2","2","2","4","4","2","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-1.14427285411739,0.0207337682917169,0.00700930527519455,"S1_2","S1_4","S1_2"
"554","1","1","1","1","2","1","1","1","2","3","4","1","1","4","2","2","2","2","2","1","1","2","1","4","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","Natural science","Federal/national government","USACanada","S1",2.26874895702455,-1.93109045223387,0.0475014390167692,"S1_1","S1_2","S1_1"
"556","3","2","2","2","2","2","2","2","1","1","1","1","1","1","5","5","4","4","4","1","1","2","3","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","Natural science","State/regional government","USACanada","S1",0.370385064715518,5.93833129280934,0.189447249634706,"S1_1","S1_2","S1_2"
"558","1","2","2","2","2","2","2","1","2","2","2","2","1","1","3","2","3","3","3","1","1","2","1","2","2","1","3","1","1","1","2","1","1","2","1","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.17565495620579,2.2712977348375,0.0277722539504316,"S1_1","S1_2","S1_2"
"559","2","1","1","2","1","2","2","1","2","4","3","4","4","5","2","1","3","2","2","1","1","4","2","4","1","1","3","1","1","1","1","1","2","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",1.27866312359902,-2.56002822020741,0.0438217228027171,"S1_1","S1_4","S1_1"
"560","3","2","2","2","1","2","2","2","4","4","4","4","3","4","2","2","1","1","4","1","1","3","3","2","2","1","2","1","1","1","2","2","1","2","2","2","2","2","2","Natural science","Federal/national government","USACanada","S1",-1.34937943112904,-1.33664829599025,0.0193051848479686,"S1_1","S1_3","S1_2"
"561","1","1","2","2","1","1","2","2","2","4","2","2","2","5","2","4","4","4","4","2","1","1","4","5","1","1","2","1","1","1","2","1","1","2","2","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-1.60993630888411,-0.290040815075978,0.0143206373587512,"S1_1","S1_1","S1_2"
"562","2","2","1","2","1","2","1","2",NA,"4","4","4","5","5","2","2","4","2","3","2","2","4","1","2","2","2","2","1","1","1","1","2","1","1","2","2","2","1","1","Natural science","Federal/national government","EuroRussia","S1",1.27171681424578,-2.89548823190579,0.053520686405502,"S1_2","S1_4","S1_1"
"563","2","1","2","2","2","1","1","1","1","1","3","1","2","3","2","3","2","3","2","2","2","3","2","2","2",NA,"1",NA,"1","1",NA,"2","1","1","1","2","1","1","1","Natural science","State/regional government","USACanada","S1",2.0824739513751,-0.204571787250716,0.0234316716885642,"S1_2","S1_3","S1_1"
"564","2","1","2","2","2","2","2","2","3","3","2","2","2","4","1","1","1","1","1","2","3","4","3","4","3","2","3","2","1","1","2","2","2","2","2","2","2","1","1","Natural science","Federal/national government","USACanada","S1",-1.10729366429393,0.0575653425590448,0.00657916883636889,"S1_3","S1_4","S1_2"
"566","3","2","2","2","1","2","2","2","2","2","3","2","1","4","2","2","2","2","2","1","1",NA,"4","2","1","3","1","2","1","1","1","2","2","1","1","1","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.96823749141235,0.720212128374358,0.00779275587089047,"S1_1","S1_NA","S1_1"
"567","1","2","2","2","2","2","2","2","2","2","2","4","4","4","3","4","4","4","2","2","2","4","1","4","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",2.65614280772457,-0.0659880507433483,0.0377784406601544,"S1_2","S1_4","S1_1"
"568","2","1","1","2","2","1","2","2","1","2","4","4","5","4","2","3","2","2","2","2","1","4","2","3","2","4","3","2","1","2","2","2","1","1","2","2","2","1","1","Natural science","Federal/national government","USACanada","S1",-0.49504981878697,-1.98799624529505,0.0224612145399641,"S1_1","S1_4","S1_1"
"569","1","1","2","2","1","2","2","2","2","2","2","3","1","2","4","4","4","4","2","1","1","2","2","3","1","1","1",NA,"1","1","2","2","1","2","1","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-1.79952686089525,0.842900804597833,0.0211317768001731,"S1_1","S1_2","S1_2"
"570","2","1","2","2","1","2","2","2","1","2","4","1","1","3","3","2","1","3","1","2","1","4","2","4","2","1","1","2","1","1","1","2","1","1","2","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-0.749824810516027,0.0587306247737826,0.00302725538426206,"S1_1","S1_4","S1_1"
"571","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1",NA,"1","1","2","1","2","1","1","1","1","1",NA,NA,"2",NA,"2","2","2","1","1","1","Natural science","Federal/national government","USACanada","S1",-1.37639765229903,1.21153605862376,0.0179931999007833,"S1_1","S1_2","S1_2"
"572","1","1","2","2","1","2","2","2","2","2","3","2","2","1","2","3","2","2","2","1","1","4","2","4","1","1","2","2","1","1","2","2","2","1","1","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-1.94650525527515,-0.465109028997895,0.02143376263101,"S1_1","S1_4","S1_1"
"573","2","2","2","2","1","2","2","2","1","2","4","2","2","5","1","2","4","5","2","1","4","4","2","3","1","1","1","2","1","1","1","2","1","1","2","2","2","2","2","Natural science","Federal/national government","USACanada","S1",-1.12978612662932,0.784938249669408,0.0101278993679019,"S1_4","S1_4","S1_1"
"574","3","1","2","2","1","2","2","2","1","4","4","2","1","1","1","3","1","1","1","2","2","4","1","5","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","Natural science","Federal/national government","USACanada","S1",0.96210503082487,-0.286681598819772,0.00539338656979556,"S1_2","S1_4","S1_1"
"575","1","1","2","2","1","1","2","2","1","3","3","2","3","4","2","3","2","2","2","2","2","3","4","3","2","2","3","2","1","1","2","2",NA,"1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",1.10577061963943,-1.21294638214915,0.014416690900953,"S1_2","S1_3","S1_1"
"576","2","2","2","2","2","2","2","2","3","3","3","4","4","4","2","3","3","4","4","2","2","2","2","3","2","1","1","1","1","1","1","1","1","2","1","2","2","1","1","Physical science","Federal/national government","USACanada","S1",1.95051902096444,0.0278282541332686,0.0203639485906096,"S1_2","S1_2","S1_2"
"577","3","1","2","2","1","1","2","2","4","4","5","2","4","5","1","3","1","1","1","2","1","2","1","5","2","1","1","2","1","1","1","2","1","1","1","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-1.14892228916346,-3.18567884426456,0.0613737374077552,"S1_1","S1_2","S1_1"
"578","3","2","2","2","1","2","2","2","2","2","4","2","1","4","2","2","1","1","1","2","1","2","2","4","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.870767421063133,-0.624909518078426,0.00614749120525067,"S1_1","S1_2","S1_2"
"579","2","1","1","2","1","1","2","2","5","5",NA,"5","5","5","2","2","2","2","2","2","4","5","1","3","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","State/regional government","USACanada","S1",3.93542730235775,-3.27752000472704,0.140367629330176,"S1_4","S1_5","S1_1"
"580","1","1","2","2","2","2","2","2","1","1","3","1","1","1","1","1","2","4","4","2","1","2","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",0.664039392758882,2.42188161758609,0.0337488352808757,"S1_1","S1_2","S1_1"
"581","2","2","2","2","2","1","2","2","2","3","3","2","2","3","2","2","3","3","3","1","1","2","1","1","1","1","2","2","1","1","1","2","1","1","1","2","1","1","5","Natural science","Other","USACanada","S1",0.114391044903853,0.607491947195388,0.00204496733195981,"S1_1","S1_2","S1_1"
"582","2","2","2","2","1","2","2","2","3","5","4","4","4","5","1","1","1","1","1","2","2","5","4","4","2","1","3","1","1","1","2","1","1","1","1","1","1","1","2","Natural science","Federal/national government","USACanada","S1",1.73270020055423,-1.79676708139723,0.0333429959743214,"S1_2","S1_5","S1_1"
"583","2","2","2","2","1","2","2","2","1","3","4","1","2","4","3","3","3","4","2","1","3","5","2","3","1","1","3","1","1","2","1","1","1","1","1","1","1","2","2","Natural science","State/regional government","USACanada","S1",2.54096146718415,1.95594104587849,0.0550248501783427,"S1_3","S1_5","S1_1"
"585","2","1","2","2","2","2","2","1",NA,"4","4","1","1","2","2","2","1","1","1","2","3","5","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","State/regional government","USACanada","S1",2.18765542804866,0.75147174140774,0.0286332949448691,"S1_3","S1_5","S1_1"
"586","1","2","2","2","1","2","2","2","2","3","3","2","1","3","4","4","2","2","4","2","1","2","2","2","1","1","2","2","1","1","1","1","2","1","1","1","2","2","1","Natural science","Federal/national government","USACanada","S1",0.207120493380978,1.08211328496517,0.00649598038578128,"S1_1","S1_2","S1_1"
"587","2","2","2","1","1","2","2","2","2","3","4","2","2","4","3","4","2","2","2","3","2","4","2","2","2","2","3","1","1","1","1","1","2","2","1","1","2","1","1","Natural science","Federal/national government","USACanada","S1",2.60455679957305,-0.18220411939012,0.0364805237854441,"S1_2","S1_4","S1_2"
"588","2","2","2","2","2","2","2","2","1","1","2","1","1","2","1","3","1","1","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","1","1","2","1","1","5","Natural science","Federal/national government","USACanada","S1",-0.611617450351611,2.39785523707707,0.0327712646283692,"S1_1","S1_2","S1_1"
"589","2","1","2","2","1","1","2","2","1","1","3","5","5","4","5","5","1","1","3","4","2","5","2","3","2","1","2","1","1","1","1","2","2","1","2","1","1","1","1","Natural science","State/regional government","USACanada","S1",3.06698729654654,1.16943986574397,0.057656758063759,"S1_2","S1_5","S1_1"
"590","1","1","2","1","1","2","2","2","3","4","2","1","1","2","1","1","1","1","1","1","1","3","1","5","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","Natural science","Federal/national government","USACanada","S1",-1.91517755561951,-0.127915205614666,0.0197162519969346,"S1_1","S1_3","S1_1"
"591","1","2","2","2","2","2","2","2","2","2","3","2","1","4","2","2","2",NA,"1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","1","2","2","1","2","1","Natural science","Academic institution","USACanada","S1",-1.46185237073626,0.782730649572112,0.0147148322677373,"S1_1","S1_1","S1_1"
"592","2","1","1","2","1","1","2","2","3","4","4","4","4","4","2","2","2","2","3","2","2","2","3","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-1.16608443178933,-3.70238152970383,0.0806326654836812,"S1_2","S1_2","S1_2"
"593","2","2","2","2","2","2","2","2","4","4","4","5","5","5","4","4","1","2","1","2","2","5","2","4","4","1","2","2","1","1","2","2","1","1","1","2","1","1","1","Physical science","Federal/national government","USACanada","S1",2.12526148629221,-1.26463492337074,0.0327298026628742,"S1_2","S1_5","S1_1"
"594","1","1","2","1","1","2","2","2","1","4","2","2","4","3","4","2","1","1","1","2","1","2","3","2","2","1","2","2","1","1","1","2","2","1","2","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-1.88531537839854,-0.54951745440404,0.0206373266193313,"S1_1","S1_2","S1_1"
"598","1","1","1","1","1","2","1","2","2","4","4","3","3","4","2","3","1","2","2","3","3","4","3","4","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",3.93821083204657,-1.76446674769688,0.0996596383044679,"S1_3","S1_4","S1_1"
"599","1","2","2","2","2","2","2","2","1","3","3","3","3",NA,"2","4","2","2","2","1","1","5","2","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-1.61425514263265,0.882327648294659,0.018111101519703,"S1_1","S1_5","S1_2"
"600","1","2","2","2","2","2","2","2","4",NA,"3","5","5","5","2","3","3","3","3","1","2","2","3","3","1","1","1","2","1","1","1","2","2","1","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-1.17871944898157,-1.0705986891227,0.0135689830412536,"S1_2","S1_2","S1_1"
"601","3","2","1","2","1","1","2","2","2","4","4","5","5","5","3","3","1","2","2","2","3","4","2","4","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","Natural science","Federal/national government","USACanada","S1",2.12599337753291,-3.0009795087433,0.07238253704929,"S1_3","S1_4","S1_2"
"602","1","1","2","2","1","2","2","2","2","3","3","1","1","4","1","2","4","4","3","1","2","2","3","3","2","1","4","1","1","1","1","1","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",1.91239735059212,0.636754680336084,0.021741531281365,"S1_2","S1_2","S1_1"
"603","3","1","2","2","1","2","2","2","2","4","4","1","4","5","3","3","2","2","2","3","4","4","3","3","3","1","3","1","1","1",NA,"1","1","1","1","1","1","1","1","Natural science","Self supported","USACanada","S1",4.02652959127695,-0.479317318837821,0.0879925643589762,"S1_4","S1_4","S1_1"
"604","1","2","2","2","2","2","2","2","2","2","3","2","1","3","4","5","1","3","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","1","1","2",NA,"1","1","Natural science","Federal/national government","USACanada","S1",0.754838309309569,2.03540650768601,0.0252196687064417,"S1_2","S1_2","S1_1"
"605","2","1","1","2","2","1","1","2","2","2","3","4","4","4","4","4","4","4","4","2","2","2","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",2.64834128958547,-1.25770477682237,0.0459987496973313,"S1_2","S1_2","S1_1"
"606","3","2","2","2","2","2","2","2","2","1","2","3","1","3","3","3","3","3","3","3","2","4","3","3","3","1","3","2","1","1","1","1","1","1","1","2","1","1","1","Physical science","Federal/national government","USACanada","S1",3.09831146971208,2.96042916422571,0.098272683180126,"S1_2","S1_4","S1_1"
"607","2","2","2","2","2","2","1","2","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","2","1","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",0.570316397098133,3.36654798870041,0.0623923045412719,"S1_3","S1_3","S1_2"
"608","2","1","2","2","2","2","2","2","2","2","4","4","3","5","3","3","2","2","2","3","4","4","3","4","3","2","2","2","1","1","2","1","2","2","1","1","1","1","1","Physical science","Federal/national government","USACanada","S1",2.23866578864329,-0.383048137291425,0.0276047653321628,"S1_4","S1_4","S1_2"
"610","3","2","2","2","2","2","2","2","2","2","3","2","2","2","5","5","2","2","1","4","4","5","2","3","2","1","3","1","1","1","1","1","2","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",3.8543134415795,3.29971699710677,0.137767557656749,"S1_4","S1_5","S1_1"
"613","3","2","2","1","2","2","2","1","4","3","2","5","3","4","2","2","1","2","1","3","3","4","2","2","3","2","3","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",3.78458259504351,0.243192243965006,0.0769659762790896,"S1_3","S1_4","S1_1"
"615","2","1","2","2","1","2","2","2","2","2","3","1","1","2","1","3","2","3","3","1","1","3","1","3","2","1","2","1","1","1","1","1","2","1","2","1","1","1","1","Natural science","State/regional government","USACanada","S1",1.58865543288494,0.86762428332493,0.0175346208670661,"S1_1","S1_3","S1_1"
"616","2","2","2","2","2","2","2","2","2","3","3","2","2","4","3","3","3","3","2","2","1","1","3","3","2","1","3","2","1","1","1","2","2","2","1","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-0.815325308180118,0.91914268620907,0.00807846711653885,"S1_1","S1_1","S1_2"
"617","2","2","2","2","2","2","2","2","2","4","2","2","2","3","2","2","2","1","1","2","1","2","4","2","1","1","1","2","1","1","2","1","1","1","1","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-1.83298296639827,0.220927875859744,0.0182412168616189,"S1_1","S1_2","S1_1"
"619","3","2","2","2","2","2","2","2","3","2","4","1","1","5","4","5","2","2","2","2","4","4","2","4","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",3.06548511849742,0.836657957710995,0.0540348546849522,"S1_4","S1_4","S1_1"
"620","2","1","2","2","1","2","2","2","2","3","3","1","2","3","2","2","2","3","2","2","2","3","3","4","2","2","2","1","1","1","1","2","1",NA,"1","2","1","2","1","Natural science","Federal/national government","USACanada","S1",1.56038053842035,-0.795431785775184,0.0164156344228433,"S1_2","S1_3","S1_NA"
"621","1","1","2","2","2","2","2","2","2","2","2","1","1","2","3","4","4","4","4","4","2","2","4","3","1","1","1","2","1","1","1","2","2","1","1","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.575624200496446,2.34869200655047,0.0312937860444142,"S1_2","S1_2","S1_1"
"622","1","1","2","2","2","2","2","2","1","2","3","2","2","2","1","2","2","4","2","1","1","1","5","4","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-2.32478028290261,1.22849292484527,0.0369989945070209,"S1_1","S1_1","S1_1"
"623","1","2","2","2","2","2","2","2","1","1","1","1","1","4","2","2","2","1","2","2","1","2","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-3.53397177830233,2.49773299171506,0.100220361031922,"S1_1","S1_2","S1_2"
"624","1","2","2","2","1","2","2","2","2","2","2","1","1","5","3","2","2","2","2","3","1","1","2","5","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",0.707535981030798,0.970087104494341,0.00771508892147029,"S1_1","S1_1","S1_1"
"625","2","2","2","2","2","2","2","2","3","2","4","4","2","5","2","3","2","2","2","4","2","4","4","3","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","Natural science","Federal/national government","EuroRussia","S1",1.27028392928445,-0.654634968330824,0.0109286050302472,"S1_2","S1_4","S1_1"
"626","3","1","2","2","1","1","2","2","4","4","4","4","4","5","1","1","1","2","3","1","1","5","1","5","1","1","1","1","1","1","1","2","2","1","2","2","1","2","5","Physical science","Federal/national government","USACanada","S1",-1.30354659951845,-2.7221589728099,0.0487486050564847,"S1_1","S1_5","S1_1"
"627","1","2","2","2","1","2","2","2","3","3","3","3","3","2","4","3","3","3","3","2","2","2","3","4","3","2","2","2","1","1","1","2","2","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-0.412805404536077,0.481481663789114,0.00215253789040975,"S1_2","S1_2","S1_2"
"628","1","2","2","2","1","2","2","2","2","2","3","5","5","5","1","1","2","2","2","1","2","2","1","3","2","1","1","2","2","1","1","2","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.477510477474769,-1.45641324488622,0.0125714404004854,"S1_2","S1_2","S1_1"
"629","2","2","2","1","2","2","2","2","2","1","2","5","1","5","2","2","2","3","2","1","1","2","1","2","2","2","1","2","1","1","1","1",NA,"1","1",NA,"2",NA,"1","Natural science","Federal/national government","USACanada","S1",0.203610802296664,0.0936592486123749,0.000268801278012653,"S1_1","S1_2","S1_1"
"631","1","2","2","1","1","2","2","2","2","1","3","1","1","2","1","1","1","1","2","1","1","1","4","4","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","Natural science","Federal/national government","USACanada","S1",-0.928720459091317,1.37327012801595,0.0147079444530823,"S1_1","S1_1","S1_1"
"632","2","1","2","2","1","2","2","2","2","4","4","4","4","4","2","2","3","3","3","1","1","1","4","4","1","2","3","2","1","1","1","2","2","1","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-2.56382876954583,-1.64977726319046,0.0497418369303654,"S1_1","S1_1","S1_1"
"633","1","2","2","2","2","2","2","2","2","2","2","1","1","1","4","4","1","1","1","2","1","4","1","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.131266369498782,2.35825547529915,0.0298537178129496,"S1_1","S1_4","S1_2"
"636","3","2","2","2","2","2","2","2","2","2","4","2","2","5","4","4","3","3","4","1","1","2","2","4","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",2.41979481449613,0.707808753327056,0.0340160946776507,"S1_1","S1_2","S1_1"
"637","1","2","2","2","2","2","2","2","1","1","4","1","1","3","2","2","2","1","1","1","1","1","4","4","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",-1.26688891467148,1.602067748066,0.0223243517100578,"S1_1","S1_1","S1_1"
"638","1","2","2","2","1","2","2","2","1","2","3","1","2","3","5","5","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","4","Natural science","Federal/national government","USACanada","S1",0.139241377084777,2.6777013008481,0.0384742570774712,"S1_1","S1_2","S1_2"
"639","2","1","2","2","2","1","1","2","3","4","4","5","5","4","2","4","2","2","2","1","1","2","3","2","1","1","2","1","1","1","2","2","2","1","2","1","1","2","1","Natural science","State/regional government","USACanada","S1",-0.269265695735253,-2.65844452567103,0.038208604107504,"S1_1","S1_2","S1_1"
"640","1","2","2","1","1","2","2","2","2","4","4","1","2","2","3","3","2","2","2","2","1","1","4","4","1","1","2","1","1",NA,"1","2","1","1","1","2","2","1","1","Natural science","Federal/national government","USACanada","S1",-0.604469539740448,-0.238834258815381,0.0022605965863374,"S1_1","S1_1","S1_1"
"641","2","2","2","1","2","2","2","2","3","4","4","2","2","4","4","4","2","2","2","3","3","4","4","4","3","2","3","1","1","1","1","1","1","1","1","1","1","1","4","Natural science","Private foundation","USACanada","S1",3.73612733905827,0.337453927078871,0.0753087045306154,"S1_3","S1_4","S1_1"
"642","2","2","2","2","2","2","1","2","1","2","2","2","1","3","5","3","3","2","2","2","2","4","2","5","2","2","3","2","1","2","1","1","1","2","1","2","1","1","1","Physical science","State/regional government","USACanada","S1",1.69582849734835,2.09199488778364,0.0388103534934164,"S1_2","S1_4","S1_2"
"644","3","1","1","2","1","2","2","2","4","5","4","4","4","5","2","2","1","1","1","2","2","3","1","3","2","2","2","2","1","1","1","1","1","2","1","2","1","2","2","Natural science","Federal/national government","USACanada","S1",0.897909897014438,-3.60567802505031,0.073888603561116,"S1_2","S1_3","S1_2"
"645","1","2","2","2","1","2","2","2",NA,"4","4","2","1","2","2","2","3","2","2","2","2","1","1","4","1","1","1","1","1","1","1",NA,"1","1","1","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.106332178821521,-0.501353824328077,0.00140562923303099,"S1_2","S1_1","S1_1"
"646","1","1","2","2","2","2","2","2","3","5","5","3","3","5","2","3","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","1","2","Natural science","Federal/national government","USACanada","S1",-0.0291562641050349,-1.24720389218869,0.00832885712224179,"S1_2","S1_2","S1_1"
"647","2","1","1","2","1","2","2","2","3","3","5","5","5","5","1","1","1","1","1","1","1","2","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",1.65940498163844,-2.90230262918071,0.0598133195816021,"S1_1","S1_2","S1_1"
"648","2","2","1","2","1","2","2","2","1","2","3","4","4","5","2","3","1","1","1","1","2","4","1","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","Physical science","Federal/national government","USACanada","S1",1.7763131502039,-0.870943412467391,0.0209447543529841,"S1_2","S1_4","S1_1"
"649","3","1","1","2","1","2","2","2","2","4","4","3","2","4","2","3","1","1","1","2","2","3","2","4","1","2","2","2","2","1","2","2","2","2","2","2","2","2","1","Physical science","Federal/national government","USACanada","S1",-1.78261059026035,-2.09004939698182,0.040382241741306,"S1_2","S1_3","S1_2"
"650","1","2","2","1","2","2","2","2","1","1","3","1","1","4","5","5","5","5","5","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","Natural science","State/regional government","USACanada","S1",-1.19839108918847,6.64640674580634,0.244085240015682,"S1_2","S1_2","S1_2"
"651","1","2","2","2","2","2","2","2","2","4","3","5","5","4","4","4","2","2","2","1","1","1","4","3","1","1","1","2","1","1","1","2","2","1","2","1","1","2","1","Natural science","Federal/national government","USACanada","S1",-1.21999835344228,-0.424103089024833,0.00892764277830274,"S1_1","S1_1","S1_1"
"652","1","2","2","2","2","2","2","2","4","4","5","1","1","3","1","1","4","4","3","1","1","1","5","4","1","3","1","2","2","2","2","2","2","1","1","2","2","2","4","Natural science",NA,"USACanada","S1",-4.75532737213291,2.03953309128293,0.143274057479071,"S1_1","S1_1","S1_1"
"653","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","2","1","1","1","2","2","4","2","3","2","1","3","1","1","1","2","2","2","2","2","2","1","1","1","Physical science","Federal/national government","USACanada","S1",0.673310593559581,0.613571791306298,0.00444074473194207,"S1_2","S1_4","S1_2"
"654","1","2","2","2","2","2","2","2","1","1","2","1","1","3","4","3","1","5","1","2","5","5","1","2","3","1","3","1","1","1","1","1","2","2","1",NA,"1","1","1","Natural science","Private foundation","USACanada","S1",2.33119404180059,5.20566401020714,0.174101582861304,"S1_5","S1_5","S1_2"
